recipient_type,location_x,location_y,food_type_preference,priority,hour,day_of_week,step_count,fulfilled_demand
0,29.027200617195493,43.3558303604861,0,1,22,3,47,273.8026054316177
1,37.53073758204292,40.3417369633632,0,2,2,2,3,23.688247942638977
1,5.0561338061395125,4.205340305749871,1,1,6,3,31,191.818210878826
0,44.38520913791499,17.545750627603933,0,1,6,4,55,375.5115078870634
0,29.027200617195493,43.3558303604861,0,1,16,2,17,110.99038145691912
1,25.666308434619644,11.661403621226391,2,1,18,3,43,244.45418351170144
1,5.6732301008724,46.54645528436463,1,1,14,3,39,359.9479859622624
0,37.72714370423412,5.15619344179663,1,1,10,3,35,276.48552068746926
1,14.660538584903229,16.4332272684958,0,0,10,3,35,279.4484565718873
0,37.72714370423412,5.15619344179663,1,1,22,3,47,327.38913937303613
1,25.666308434619644,11.661403621226391,2,1,16,4,65,365.2381214091535
0,37.72714370423412,5.15619344179663,1,1,18,2,19,145.65486334823245
1,25.666308434619644,11.661403621226391,2,1,12,2,13,70.0139372885894
0,29.027200617195493,43.3558303604861,0,1,12,4,61,369.2853752708945
1,5.6732301008724,46.54645528436463,1,1,18,2,19,157.01529788372164
1,44.77616142481003,19.46008393670816,2,0,4,3,29,203.7308704730613
0,44.38520913791499,17.545750627603933,0,1,4,4,53,364.9751220606908
0,44.38520913791499,17.545750627603933,0,1,18,2,19,116.87537781025767
0,47.84004425632282,33.83849522121516,1,1,20,4,69,408.6545184134387
1,5.0561338061395125,4.205340305749871,1,1,12,2,13,88.5319667855834
1,44.77616142481003,19.46008393670816,2,0,4,2,5,34.5813187254001
0,44.38520913791499,17.545750627603933,0,1,6,2,7,38.36043647763702
0,47.84004425632282,33.83849522121516,1,1,4,3,29,174.02383328516956
0,37.72714370423412,5.15619344179663,1,1,0,3,25,192.4927817260784
0,44.38520913791499,17.545750627603933,0,1,12,2,13,85.24377764615211
1,25.666308434619644,11.661403621226391,2,1,6,4,55,301.16021569970746
1,25.666308434619644,11.661403621226391,2,1,8,4,57,308.4886333176594
1,14.660538584903229,16.4332272684958,0,0,0,3,25,220.91901138507552
1,5.6732301008724,46.54645528436463,1,1,4,3,29,265.18855149108805
1,44.77616142481003,19.46008393670816,2,0,14,3,39,278.7711909838296
1,5.6732301008724,46.54645528436463,1,1,16,2,17,143.26042430970125
1,14.660538584903229,16.4332272684958,0,0,10,4,59,475.18052510250817
1,25.666308434619644,11.661403621226391,2,1,16,3,41,237.2743299453337
1,5.6732301008724,46.54645528436463,1,1,10,4,59,456.6010559470832
1,14.660538584903229,16.4332272684958,0,0,8,3,33,267.3135227179778
1,5.6732301008724,46.54645528436463,1,1,4,4,53,424.6778997858358
0,44.38520913791499,17.545750627603933,0,1,8,3,33,207.9959854457316
1,14.660538584903229,16.4332272684958,0,0,0,4,49,410.659764718213
0,47.84004425632282,33.83849522121516,1,1,0,4,49,290.273006604313
0,37.72714370423412,5.15619344179663,1,1,0,4,49,338.75018149919174
1,25.666308434619644,11.661403621226391,2,1,0,3,25,132.39901597337342
1,5.0561338061395125,4.205340305749871,1,1,6,2,7,49.85192496385805
0,29.027200617195493,43.3558303604861,0,1,2,2,3,17.919650283716187
1,14.660538584903229,16.4332272684958,0,0,20,3,45,382.9715408795114
1,44.77616142481003,19.46008393670816,2,0,12,3,37,264.29692320783096
0,37.72714370423412,5.15619344179663,1,1,22,2,23,169.44856079889297
0,47.84004425632282,33.83849522121516,1,1,20,3,45,271.36948492711343
1,14.660538584903229,16.4332272684958,0,0,2,4,51,429.8453389444268
0,44.38520913791499,17.545750627603933,0,1,22,2,23,139.25936815445118
0,37.72714370423412,5.15619344179663,1,1,16,4,65,418.1816327064189
1,5.6732301008724,46.54645528436463,1,1,18,4,67,490.266911678438
1,14.660538584903229,16.4332272684958,0,0,16,4,65,501.4656577104332
1,5.6732301008724,46.54645528436463,1,1,14,4,63,469.1124281119712
0,47.84004425632282,33.83849522121516,1,1,8,3,33,197.45201086782055
0,29.027200617195493,43.3558303604861,0,1,8,4,57,339.232006461711
0,47.84004425632282,33.83849522121516,1,1,16,4,65,387.1983744068251
0,47.84004425632282,33.83849522121516,1,1,6,3,31,188.55297760933763
0,44.38520913791499,17.545750627603933,0,1,22,3,47,316.15203838515106
0,37.72714370423412,5.15619344179663,1,1,0,2,1,0.0
1,14.660538584903229,16.4332272684958,0,0,22,2,23,157.61848881514035
0,44.38520913791499,17.545750627603933,0,1,0,4,49,330.70390892263254
0,47.84004425632282,33.83849522121516,1,1,14,3,39,234.1114934981142
1,37.53073758204292,40.3417369633632,0,2,8,4,57,412.7841187128165
1,37.53073758204292,40.3417369633632,0,2,0,3,25,173.561886082841
1,5.6732301008724,46.54645528436463,1,1,8,4,57,449.3928951468307
1,5.0561338061395125,4.205340305749871,1,1,14,3,39,242.6058365571126
0,37.72714370423412,5.15619344179663,1,1,12,4,61,400.3760983728709
0,44.38520913791499,17.545750627603933,0,1,0,3,25,152.72460761651496
0,47.84004425632282,33.83849522121516,1,1,14,2,15,70.41557454338457
1,44.77616142481003,19.46008393670816,2,0,8,4,57,387.7239841360768
1,25.666308434619644,11.661403621226391,2,1,4,2,5,34.404458091843594
1,44.77616142481003,19.46008393670816,2,0,16,2,17,137.6731482124586
1,37.53073758204292,40.3417369633632,0,2,10,4,59,418.5713373205218
0,44.38520913791499,17.545750627603933,0,1,20,2,21,125.79426134490032
1,25.666308434619644,11.661403621226391,2,1,20,3,45,249.7487487855874
0,29.027200617195493,43.3558303604861,0,1,18,3,43,248.36464025180655
1,44.77616142481003,19.46008393670816,2,0,2,3,27,198.58899659597236
0,47.84004425632282,33.83849522121516,1,1,12,3,37,223.9348335152116
1,5.6732301008724,46.54645528436463,1,1,2,4,51,408.5827236747497
0,47.84004425632282,33.83849522121516,1,1,8,2,9,46.136365077967305
0,29.027200617195493,43.3558303604861,0,1,16,4,65,443.8751042899456
1,14.660538584903229,16.4332272684958,0,0,12,2,13,92.29114711356031
0,29.027200617195493,43.3558303604861,0,1,4,4,53,303.25188573116213
1,14.660538584903229,16.4332272684958,0,0,16,2,17,128.7538360357011
1,5.6732301008724,46.54645528436463,1,1,12,3,37,348.8795540739814
1,37.53073758204292,40.3417369633632,0,2,14,2,15,126.23891138937644
1,25.666308434619644,11.661403621226391,2,1,6,3,31,170.45260104384246
0,37.72714370423412,5.15619344179663,1,1,2,2,3,34.55944316259955
1,14.660538584903229,16.4332272684958,0,0,6,2,7,45.43238860649525
1,5.0561338061395125,4.205340305749871,1,1,4,2,5,35.7246446000088
1,37.53073758204292,40.3417369633632,0,2,10,3,35,238.11610362683277
0,37.72714370423412,5.15619344179663,1,1,4,3,29,248.27859474609477
1,37.53073758204292,40.3417369633632,0,2,6,3,31,207.85219784079004
0,29.027200617195493,43.3558303604861,0,1,20,3,45,257.8428400601862
0,29.027200617195493,43.3558303604861,0,1,2,3,27,162.7468240537242
1,5.6732301008724,46.54645528436463,1,1,0,4,49,402.7029245998742
0,29.027200617195493,43.3558303604861,0,1,10,2,11,66.87892625320367
1,14.660538584903229,16.4332272684958,0,0,18,2,19,134.19431729956443
1,5.0561338061395125,4.205340305749871,1,1,4,4,53,399.848474322649
1,5.0561338061395125,4.205340305749871,1,1,10,3,35,213.5582129180852
0,47.84004425632282,33.83849522121516,1,1,16,3,41,242.70503855663773
1,44.77616142481003,19.46008393670816,2,0,0,3,25,184.76633694226445
0,29.027200617195493,43.3558303604861,0,1,8,2,9,57.43423617843708
1,25.666308434619644,11.661403621226391,2,1,16,2,17,95.20444352173315
1,44.77616142481003,19.46008393670816,2,0,18,4,67,453.6113467637557
1,5.6732301008724,46.54645528436463,1,1,16,3,41,367.3081765410351
1,5.6732301008724,46.54645528436463,1,1,2,3,27,253.27498137622072
1,5.6732301008724,46.54645528436463,1,1,4,2,5,41.92775456335077
0,37.72714370423412,5.15619344179663,1,1,20,4,69,443.3796090773788
0,29.027200617195493,43.3558303604861,0,1,4,3,29,171.93113725443888
0,29.027200617195493,43.3558303604861,0,1,10,4,59,355.44720787580786
0,47.84004425632282,33.83849522121516,1,1,0,2,1,0.0
1,37.53073758204292,40.3417369633632,0,2,0,2,1,0.0
0,44.38520913791499,17.545750627603933,0,1,16,4,65,434.6346076780583
1,25.666308434619644,11.661403621226391,2,1,10,4,59,318.89795963775947
0,44.38520913791499,17.545750627603933,0,1,14,4,63,423.55643466994457
1,37.53073758204292,40.3417369633632,0,2,20,2,21,154.0692111436694
1,5.6732301008724,46.54645528436463,1,1,20,3,45,389.609939880313
0,37.72714370423412,5.15619344179663,1,1,14,3,39,292.97720632569417
1,37.53073758204292,40.3417369633632,0,2,12,4,61,428.3282981014193
1,5.0561338061395125,4.205340305749871,1,1,18,3,43,294.2126532534499
1,44.77616142481003,19.46008393670816,2,0,18,3,43,301.8011295046558
1,44.77616142481003,19.46008393670816,2,0,20,2,21,168.5582304115912
0,29.027200617195493,43.3558303604861,0,1,10,3,35,204.64473765643348
1,5.0561338061395125,4.205340305749871,1,1,18,2,19,135.0835161959375
1,5.6732301008724,46.54645528436463,1,1,6,2,7,47.94226455769204
1,14.660538584903229,16.4332272684958,0,0,18,3,43,367.7612709359133
0,29.027200617195493,43.3558303604861,0,1,12,2,13,75.7576927608463
0,44.38520913791499,17.545750627603933,0,1,8,2,9,59.14995137719543
0,37.72714370423412,5.15619344179663,1,1,6,2,7,51.30074362408354
1,37.53073758204292,40.3417369633632,0,2,16,3,41,262.19297068764456
0,29.027200617195493,43.3558303604861,0,1,14,4,63,424.9413351274524
0,44.38520913791499,17.545750627603933,0,1,4,2,5,29.932408058404988
1,14.660538584903229,16.4332272684958,0,0,6,4,55,445.9976310578953
1,37.53073758204292,40.3417369633632,0,2,22,3,47,310.3460113206086
1,37.53073758204292,40.3417369633632,0,2,4,4,53,336.2535131163903
0,37.72714370423412,5.15619344179663,1,1,8,3,33,269.8834115688245
1,5.0561338061395125,4.205340305749871,1,1,10,4,59,457.47225903682926
1,5.0561338061395125,4.205340305749871,1,1,2,3,27,166.1759889375814
0,37.72714370423412,5.15619344179663,1,1,12,2,13,81.82726810117619
1,14.660538584903229,16.4332272684958,0,0,2,3,27,226.19386967652807
1,5.0561338061395125,4.205340305749871,1,1,0,3,25,158.15971816291696
1,5.0561338061395125,4.205340305749871,1,1,0,2,1,0.0
0,47.84004425632282,33.83849522121516,1,1,12,2,13,65.09181090272031
0,47.84004425632282,33.83849522121516,1,1,2,2,3,24.03269617199362
1,5.6732301008724,46.54645528436463,1,1,6,3,31,275.2930404125573
1,37.53073758204292,40.3417369633632,0,2,8,2,9,82.0377691119338
1,37.53073758204292,40.3417369633632,0,2,16,4,65,449.7587792584796
0,47.84004425632282,33.83849522121516,1,1,8,4,57,346.0322418308491
1,5.6732301008724,46.54645528436463,1,1,18,3,43,380.6443439470196
1,44.77616142481003,19.46008393670816,2,0,12,4,61,410.0614186133709
1,5.6732301008724,46.54645528436463,1,1,22,3,47,396.6679465902764
0,44.38520913791499,17.545750627603933,0,1,16,3,41,278.3942243013153
0,37.72714370423412,5.15619344179663,1,1,18,3,43,306.3795191045613
1,5.0561338061395125,4.205340305749871,1,1,14,4,63,529.0017223979271
0,29.027200617195493,43.3558303604861,0,1,2,4,51,297.94144100019975
1,37.53073758204292,40.3417369633632,0,2,20,4,69,471.34257539602527
1,25.666308434619644,11.661403621226391,2,1,14,4,63,351.9168659802723
1,25.666308434619644,11.661403621226391,2,1,4,4,53,295.0840398027081
0,29.027200617195493,43.3558303604861,0,1,16,3,41,232.4993394838807
0,29.027200617195493,43.3558303604861,0,1,8,3,33,193.1566468386665
1,44.77616142481003,19.46008393670816,2,0,8,2,9,61.9155397982482
0,44.38520913791499,17.545750627603933,0,1,18,3,43,284.4971163167608
1,37.53073758204292,40.3417369633632,0,2,14,3,39,255.0381896127207
1,25.666308434619644,11.661403621226391,2,1,2,4,51,281.3938871106449
1,14.660538584903229,16.4332272684958,0,0,20,2,21,143.23614457446956
1,44.77616142481003,19.46008393670816,2,0,10,2,11,101.27323851286552
0,29.027200617195493,43.3558303604861,0,1,0,2,1,0.0
1,25.666308434619644,11.661403621226391,2,1,8,2,9,53.25687810382153
1,37.53073758204292,40.3417369633632,0,2,16,2,17,135.06899815788407
1,14.660538584903229,16.4332272684958,0,0,16,3,41,355.7438229710791
0,47.84004425632282,33.83849522121516,1,1,6,2,7,39.751878382553386
1,44.77616142481003,19.46008393670816,2,0,4,4,53,358.3991782251845
0,29.027200617195493,43.3558303604861,0,1,18,2,19,122.1022143021537
0,37.72714370423412,5.15619344179663,1,1,10,2,11,68.09643520379664
0,47.84004425632282,33.83849522121516,1,1,4,4,53,332.11376734792896
0,29.027200617195493,43.3558303604861,0,1,0,4,49,281.93656617905225
1,44.77616142481003,19.46008393670816,2,0,2,2,3,15.194179918949247
1,5.0561338061395125,4.205340305749871,1,1,16,2,17,128.6541780761221
1,44.77616142481003,19.46008393670816,2,0,6,4,55,369.0632001298395
1,5.6732301008724,46.54645528436463,1,1,8,3,33,294.37696210956705
1,44.77616142481003,19.46008393670816,2,0,20,4,69,469.2684073337369
0,47.84004425632282,33.83849522121516,1,1,2,3,27,156.18499429595707
1,5.6732301008724,46.54645528436463,1,1,12,4,61,463.186467856535
1,14.660538584903229,16.4332272684958,0,0,18,4,67,510.4657282235155
1,44.77616142481003,19.46008393670816,2,0,0,4,49,337.8855076741032
0,47.84004425632282,33.83849522121516,1,1,10,2,11,53.61200956142935
1,37.53073758204292,40.3417369633632,0,2,10,2,11,90.4391494501011
0,47.84004425632282,33.83849522121516,1,1,10,3,35,215.53200009592464
1,25.666308434619644,11.661403621226391,2,1,12,3,37,207.00716240583984
0,44.38520913791499,17.545750627603933,0,1,20,4,69,459.14942820331584
0,44.38520913791499,17.545750627603933,0,1,12,3,37,221.8657572896588
1,25.666308434619644,11.661403621226391,2,1,8,3,33,182.5284295559784
1,5.0561338061395125,4.205340305749871,1,1,10,2,11,83.0327827014364
1,5.0561338061395125,4.205340305749871,1,1,8,2,9,56.14471599315869
1,14.660538584903229,16.4332272684958,0,0,22,3,47,397.7086330312644
0,37.72714370423412,5.15619344179663,1,1,2,4,51,347.29211655895165
0,29.027200617195493,43.3558303604861,0,1,4,2,5,33.02177244895732
1,44.77616142481003,19.46008393670816,2,0,14,4,63,426.2391028181183
1,37.53073758204292,40.3417369633632,0,2,8,3,33,226.1603064579255
1,5.6732301008724,46.54645528436463,1,1,6,4,55,434.41963389620014
0,29.027200617195493,43.3558303604861,0,1,14,3,39,219.28960150958605
1,44.77616142481003,19.46008393670816,2,0,10,4,59,394.2611214690318
0,44.38520913791499,17.545750627603933,0,1,2,4,51,348.1507088641156
1,5.0561338061395125,4.205340305749871,1,1,12,4,61,516.1008323508527
1,25.666308434619644,11.661403621226391,2,1,4,3,29,159.16881479571578
1,37.53073758204292,40.3417369633632,0,2,2,3,27,183.21322678259116
0,29.027200617195493,43.3558303604861,0,1,6,3,31,186.9044361941536
1,25.666308434619644,11.661403621226391,2,1,18,2,19,101.2813615010163
0,44.38520913791499,17.545750627603933,0,1,16,2,17,103.75321073522896
1,37.53073758204292,40.3417369633632,0,2,18,4,67,458.6443341608143
0,47.84004425632282,33.83849522121516,1,1,18,3,43,261.10525810254484
0,29.027200617195493,43.3558303604861,0,1,0,3,25,157.2054025527418
1,25.666308434619644,11.661403621226391,2,1,20,4,69,442.5152502882479
1,37.53073758204292,40.3417369633632,0,2,4,2,5,59.89315169914108
1,5.0561338061395125,4.205340305749871,1,1,12,3,37,227.25209524619967
0,29.027200617195493,43.3558303604861,0,1,14,2,15,85.9834462369672
1,5.6732301008724,46.54645528436463,1,1,20,2,21,162.8816112421744
1,37.53073758204292,40.3417369633632,0,2,6,4,55,352.62514668812923
1,5.0561338061395125,4.205340305749871,1,1,20,4,69,579.1440835400928
0,37.72714370423412,5.15619344179663,1,1,20,2,21,152.1499053301924
