recipient_id,recipient_type,location_x,location_y,demand_level_kg,fulfilled_demand,food_type_preference,priority,demand_timestamp,scenario,step_count
R002,Community Center,37.72714370423412,5.15619344179663,11.148744126512481,0,Dairy,Medium,2025-05-01 01:00:00,weekend,25
R003,Food Bank,44.77616142481003,19.46008393670816,11.518943005853776,0,Vegetables,Low,2025-05-01 01:00:00,weekend,25
R004,Community Center,47.84004425632282,33.83849522121516,10.039885364052624,0,Dairy,Medium,2025-05-01 01:00:00,weekend,25
R005,Food Bank,14.660538584903229,16.4332272684958,11.890909389281852,0,Bread,Low,2025-05-01 01:00:00,weekend,25
R006,Food Bank,5.6732301008724,46.54645528436463,11.378354677886188,0,Dairy,Medium,2025-05-01 01:00:00,weekend,25
R007,Community Center,44.38520913791499,17.545750627603933,11.257836192297766,0,Bread,Medium,2025-05-01 01:00:00,weekend,25
R008,Food Bank,5.0561338061395125,4.205340305749871,12.939653549484639,0,Dairy,Medium,2025-05-01 01:00:00,weekend,25
R009,Food Bank,25.666308434619644,11.661403621226391,12.370327809971581,0,Vegetables,Medium,2025-05-01 01:00:00,weekend,25
R000,Food Bank,37.53073758204292,40.3417369633632,11.25449022216741,0,Bread,High,2025-05-01 03:00:00,weekend,27
R001,Community Center,29.027200617195493,43.3558303604861,11.923562724680416,0,Bread,Medium,2025-05-01 03:00:00,weekend,27
R002,Community Center,37.72714370423412,5.15619344179663,11.330870228959313,0,Dairy,Medium,2025-05-01 03:00:00,weekend,27
R003,Food Bank,44.77616142481003,19.46008393670816,11.770850032185685,0,Vegetables,Low,2025-05-01 03:00:00,weekend,27
R004,Community Center,47.84004425632282,33.83849522121516,10.362311384724476,0,Dairy,Medium,2025-05-01 03:00:00,weekend,27
R005,Food Bank,14.660538584903229,16.4332272684958,12.188768075757112,0,Bread,Low,2025-05-01 03:00:00,weekend,27
R006,Food Bank,5.6732301008724,46.54645528436463,11.626566121450043,0,Dairy,Medium,2025-05-01 03:00:00,weekend,27
R007,Community Center,44.38520913791499,17.545750627603933,11.362643717469359,0,Bread,Medium,2025-05-01 03:00:00,weekend,27
R008,Food Bank,5.0561338061395125,4.205340305749871,13.05244988925238,0,Dairy,Medium,2025-05-01 03:00:00,weekend,27
R009,Food Bank,25.666308434619644,11.661403621226391,12.61697528450893,0,Vegetables,Medium,2025-05-01 03:00:00,weekend,27
R000,Food Bank,37.53073758204292,40.3417369633632,11.021219790186144,0,Bread,High,2025-05-01 05:00:00,weekend,29
R001,Community Center,29.027200617195493,43.3558303604861,11.69421951464371,0,Bread,Medium,2025-05-01 05:00:00,weekend,29
R002,Community Center,37.72714370423412,5.15619344179663,11.30650970449516,0,Dairy,Medium,2025-05-01 05:00:00,weekend,29
R003,Food Bank,44.77616142481003,19.46008393670816,11.52870428173067,0,Vegetables,Low,2025-05-01 05:00:00,weekend,29
R004,Community Center,47.84004425632282,33.83849522121516,9.992704945870614,0,Dairy,Medium,2025-05-01 05:00:00,weekend,29
R005,Food Bank,14.660538584903229,16.4332272684958,12.059615990054592,0,Bread,Low,2025-05-01 05:00:00,weekend,29
R006,Food Bank,5.6732301008724,46.54645528436463,11.569720243719715,0,Dairy,Medium,2025-05-01 05:00:00,weekend,29
R007,Community Center,44.38520913791499,17.545750627603933,11.301102570957854,0,Bread,Medium,2025-05-01 05:00:00,weekend,29
R008,Food Bank,5.0561338061395125,4.205340305749871,12.979389095171028,0,Dairy,Medium,2025-05-01 05:00:00,weekend,29
R009,Food Bank,25.666308434619644,11.661403621226391,12.543467785762264,0,Vegetables,Medium,2025-05-01 05:00:00,weekend,29
R000,Food Bank,37.53073758204292,40.3417369633632,11.091387573543127,0,Bread,High,2025-05-01 07:00:00,weekend,31
R001,Community Center,29.027200617195493,43.3558303604861,11.750413678430014,0,Bread,Medium,2025-05-01 07:00:00,weekend,31
R002,Community Center,37.72714370423412,5.15619344179663,11.308133421669142,0,Dairy,Medium,2025-05-01 07:00:00,weekend,31
R003,Food Bank,44.77616142481003,19.46008393670816,11.442369386868888,0,Vegetables,Low,2025-05-01 07:00:00,weekend,31
R004,Community Center,47.84004425632282,33.83849522121516,10.021216227582366,0,Dairy,Medium,2025-05-01 07:00:00,weekend,31
R005,Food Bank,14.660538584903229,16.4332272684958,12.166704917906513,0,Bread,Low,2025-05-01 07:00:00,weekend,31
R006,Food Bank,5.6732301008724,46.54645528436463,11.636579579611611,0,Dairy,Medium,2025-05-01 07:00:00,weekend,31
R007,Community Center,44.38520913791499,17.545750627603933,11.139547685054156,0,Bread,Medium,2025-05-01 07:00:00,weekend,31
R008,Food Bank,5.0561338061395125,4.205340305749871,13.003817564531428,0,Dairy,Medium,2025-05-01 07:00:00,weekend,31
R009,Food Bank,25.666308434619644,11.661403621226391,12.729627269785508,0,Vegetables,Medium,2025-05-01 07:00:00,weekend,31
R000,Food Bank,37.53073758204292,40.3417369633632,10.842125279304726,0,Bread,High,2025-05-01 09:00:00,weekend,33
R001,Community Center,29.027200617195493,43.3558303604861,11.653465337750243,0,Bread,Medium,2025-05-01 09:00:00,weekend,33
R002,Community Center,37.72714370423412,5.15619344179663,11.095738037890042,0,Dairy,Medium,2025-05-01 09:00:00,weekend,33
R003,Food Bank,44.77616142481003,19.46008393670816,11.029597465404956,0,Vegetables,Low,2025-05-01 09:00:00,weekend,33
R004,Community Center,47.84004425632282,33.83849522121516,9.891103631460147,0,Dairy,Medium,2025-05-01 09:00:00,weekend,33
R005,Food Bank,14.660538584903229,16.4332272684958,11.929605246808546,0,Bread,Low,2025-05-01 09:00:00,weekend,33
R006,Food Bank,5.6732301008724,46.54645528436463,11.338780792533155,0,Dairy,Medium,2025-05-01 09:00:00,weekend,33
R007,Community Center,44.38520913791499,17.545750627603933,10.843983642105359,0,Bread,Medium,2025-05-01 09:00:00,weekend,33
R008,Food Bank,5.0561338061395125,4.205340305749871,12.723199254462756,0,Dairy,Medium,2025-05-01 09:00:00,weekend,33
R009,Food Bank,25.666308434619644,11.661403621226391,12.434159839878221,0,Vegetables,Medium,2025-05-01 09:00:00,weekend,33
R000,Food Bank,37.53073758204292,40.3417369633632,10.918412569618521,0,Bread,High,2025-05-01 11:00:00,weekend,35
R001,Community Center,29.027200617195493,43.3558303604861,11.664895864026457,0,Bread,Medium,2025-05-01 11:00:00,weekend,35
R002,Community Center,37.72714370423412,5.15619344179663,11.146683723092126,0,Dairy,Medium,2025-05-01 11:00:00,weekend,35
R003,Food Bank,44.77616142481003,19.46008393670816,10.93476614235852,0,Vegetables,Low,2025-05-01 11:00:00,weekend,35
R004,Community Center,47.84004425632282,33.83849522121516,9.8154795211694,0,Dairy,Medium,2025-05-01 11:00:00,weekend,35
R005,Food Bank,14.660538584903229,16.4332272684958,11.950435743737089,0,Bread,Low,2025-05-01 11:00:00,weekend,35
R006,Food Bank,5.6732301008724,46.54645528436463,11.476645462220427,0,Dairy,Medium,2025-05-01 11:00:00,weekend,35
R007,Community Center,44.38520913791499,17.545750627603933,10.76084390328693,0,Bread,Medium,2025-05-01 11:00:00,weekend,35
R008,Food Bank,5.0561338061395125,4.205340305749871,12.922096743708602,0,Dairy,Medium,2025-05-01 11:00:00,weekend,35
R009,Food Bank,25.666308434619644,11.661403621226391,12.457235395971223,0,Vegetables,Medium,2025-05-01 11:00:00,weekend,35
R000,Food Bank,37.53073758204292,40.3417369633632,11.607608107126309,0,Bread,High,2025-05-01 13:00:00,weekend,37
R001,Community Center,29.027200617195493,43.3558303604861,12.306843043241997,0,Bread,Medium,2025-05-01 13:00:00,weekend,37
R002,Community Center,37.72714370423412,5.15619344179663,11.910539517563596,0,Dairy,Medium,2025-05-01 13:00:00,weekend,37
R003,Food Bank,44.77616142481003,19.46008393670816,11.66956859054179,0,Vegetables,Low,2025-05-01 13:00:00,weekend,37
R004,Community Center,47.84004425632282,33.83849522121516,10.614524521668145,0,Dairy,Medium,2025-05-01 13:00:00,weekend,37
R005,Food Bank,14.660538584903229,16.4332272684958,12.493226274267588,0,Bread,Low,2025-05-01 13:00:00,weekend,37
R006,Food Bank,5.6732301008724,46.54645528436463,11.83865314496336,0,Dairy,Medium,2025-05-01 13:00:00,weekend,37
R007,Community Center,44.38520913791499,17.545750627603933,11.49271534272177,0,Bread,Medium,2025-05-01 13:00:00,weekend,37
R008,Food Bank,5.0561338061395125,4.205340305749871,13.037697970272024,0,Dairy,Medium,2025-05-01 13:00:00,weekend,37
R009,Food Bank,25.666308434619644,11.661403621226391,12.855917123111016,0,Vegetables,Medium,2025-05-01 13:00:00,weekend,37
R000,Food Bank,37.53073758204292,40.3417369633632,11.567527742781806,0,Bread,High,2025-05-01 15:00:00,weekend,39
R001,Community Center,29.027200617195493,43.3558303604861,12.123633051051591,0,Bread,Medium,2025-05-01 15:00:00,weekend,39
R002,Community Center,37.72714370423412,5.15619344179663,11.89243431357921,0,Dairy,Medium,2025-05-01 15:00:00,weekend,39
R003,Food Bank,44.77616142481003,19.46008393670816,11.805200388108263,0,Vegetables,Low,2025-05-01 15:00:00,weekend,39
R004,Community Center,47.84004425632282,33.83849522121516,10.883700926654853,0,Dairy,Medium,2025-05-01 15:00:00,weekend,39
R005,Food Bank,14.660538584903229,16.4332272684958,12.191067279344722,0,Bread,Low,2025-05-01 15:00:00,weekend,39
R006,Food Bank,5.6732301008724,46.54645528436463,11.788136317209627,0,Dairy,Medium,2025-05-01 15:00:00,weekend,39
R007,Community Center,44.38520913791499,17.545750627603933,11.588704098642909,0,Bread,Medium,2025-05-01 15:00:00,weekend,39
R008,Food Bank,5.0561338061395125,4.205340305749871,12.715839542300246,0,Dairy,Medium,2025-05-01 15:00:00,weekend,39
R009,Food Bank,25.666308434619644,11.661403621226391,12.694573048131984,0,Vegetables,Medium,2025-05-01 15:00:00,weekend,39
R000,Food Bank,37.53073758204292,40.3417369633632,11.403274197177842,0,Bread,High,2025-05-01 17:00:00,weekend,41
R001,Community Center,29.027200617195493,43.3558303604861,11.993146810117612,0,Bread,Medium,2025-05-01 17:00:00,weekend,41
R002,Community Center,37.72714370423412,5.15619344179663,11.866601112802403,0,Dairy,Medium,2025-05-01 17:00:00,weekend,41
R003,Food Bank,44.77616142481003,19.46008393670816,11.66460669604579,0,Vegetables,Low,2025-05-01 17:00:00,weekend,41
R004,Community Center,47.84004425632282,33.83849522121516,10.755761047841418,0,Dairy,Medium,2025-05-01 17:00:00,weekend,41
R005,Food Bank,14.660538584903229,16.4332272684958,12.040214681623015,0,Bread,Low,2025-05-01 17:00:00,weekend,41
R006,Food Bank,5.6732301008724,46.54645528436463,11.641839026934774,0,Dairy,Medium,2025-05-01 17:00:00,weekend,41
R007,Community Center,44.38520913791499,17.545750627603933,11.602091843970904,0,Bread,Medium,2025-05-01 17:00:00,weekend,41
R008,Food Bank,5.0561338061395125,4.205340305749871,12.475848111752896,0,Dairy,Medium,2025-05-01 17:00:00,weekend,41
R009,Food Bank,25.666308434619644,11.661403621226391,12.415458202177344,0,Vegetables,Medium,2025-05-01 17:00:00,weekend,41
R000,Food Bank,37.53073758204292,40.3417369633632,11.537669972169986,0,Bread,High,2025-05-01 19:00:00,weekend,43
R001,Community Center,29.027200617195493,43.3558303604861,12.00311798479049,0,Bread,Medium,2025-05-01 19:00:00,weekend,43
R002,Community Center,37.72714370423412,5.15619344179663,11.876395868837367,0,Dairy,Medium,2025-05-01 19:00:00,weekend,43
R003,Food Bank,44.77616142481003,19.46008393670816,11.787596634033767,0,Vegetables,Low,2025-05-01 19:00:00,weekend,43
R004,Community Center,47.84004425632282,33.83849522121516,10.861661794978804,0,Dairy,Medium,2025-05-01 19:00:00,weekend,43
R005,Food Bank,14.660538584903229,16.4332272684958,12.143732882156208,0,Bread,Low,2025-05-01 19:00:00,weekend,43
R006,Food Bank,5.6732301008724,46.54645528436463,11.655919411769407,0,Dairy,Medium,2025-05-01 19:00:00,weekend,43
R007,Community Center,44.38520913791499,17.545750627603933,11.803993190061007,0,Bread,Medium,2025-05-01 19:00:00,weekend,43
R008,Food Bank,5.0561338061395125,4.205340305749871,12.344513228458634,0,Dairy,Medium,2025-05-01 19:00:00,weekend,43
R009,Food Bank,25.666308434619644,11.661403621226391,12.456356434885722,0,Vegetables,Medium,2025-05-01 19:00:00,weekend,43
R000,Food Bank,37.53073758204292,40.3417369633632,11.366389838991058,0,Bread,High,2025-05-01 21:00:00,weekend,45
R001,Community Center,29.027200617195493,43.3558303604861,11.838933237589249,0,Bread,Medium,2025-05-01 21:00:00,weekend,45
R002,Community Center,37.72714370423412,5.15619344179663,11.651402267299654,0,Dairy,Medium,2025-05-01 21:00:00,weekend,45
