donor_id,donor_type,location_x,location_y,food_id,food_type,quantity_kg,expiry_date,perishability_hours,nutritional_value,donation_timestamp
D010,Supermarket,44.16401294594341,6.104397735033667,F010000,Vegetables,3.051416462877475,2025-05-01 02:00:00,24,High,2025-04-30 06:00:00
D010,Supermarket,44.16401294594341,6.104397735033667,F010001,Bread,1.0625691747807164,2025-05-07 04:00:00,168,High,2025-04-30 06:00:00
D011,Restaurant,24.24149856794916,13.470616689926073,F011000,Vegetables,2.968877976157632,2025-05-01 18:00:00,24,High,2025-04-30 23:00:00
D011,Restaurant,24.24149856794916,13.470616689926073,F011001,Dairy,1.5840302239808342,2025-05-01 20:00:00,24,Medium,2025-04-30 23:00:00
D011,Restaurant,24.24149856794916,13.470616689926073,F011002,Canned,7.410435309319978,2025-05-05 15:00:00,168,High,2025-04-30 23:00:00
D012,Supermarket,49.88702425244709,48.830747791632646,F012000,Vegetables,9.174392973699883,2025-05-01 11:00:00,24,Medium,2025-04-30 21:00:00
D012,Supermarket,49.88702425244709,48.830747791632646,F012001,Vegetables,5.405074842498067,2025-05-01 14:00:00,24,Low,2025-04-30 21:00:00
D012,Supermarket,49.88702425244709,48.830747791632646,F012002,Canned,7.854576537958458,2025-05-06 11:00:00,168,High,2025-04-30 21:00:00
D013,Supermarket,36.41081743059298,31.615291529678974,F013000,Dairy,1.8126079304896747,2025-04-30 17:00:00,24,High,2025-04-30 05:00:00
D013,Supermarket,36.41081743059298,31.615291529678974,F013001,Dairy,2.678666593598688,2025-04-30 19:00:00,24,Low,2025-04-30 05:00:00
D014,Restaurant,11.012052378277415,40.47505230698577,F014000,Vegetables,9.464709380406436,2025-05-01 14:00:00,24,Low,2025-04-30 19:00:00
D014,Restaurant,11.012052378277415,40.47505230698577,F014001,Bread,2.2376884973139393,2025-05-07 13:00:00,168,Low,2025-04-30 19:00:00
D014,Restaurant,11.012052378277415,40.47505230698577,F014002,Bread,3.3214746494364005,2025-05-07 06:00:00,168,Medium,2025-04-30 19:00:00
D014,Restaurant,11.012052378277415,40.47505230698577,F014003,Bread,5.6497230214391285,2025-05-05 23:00:00,168,Medium,2025-04-30 19:00:00
D015,Household,49.81268498789622,27.91467268035488,F015000,Vegetables,7.303220469754942,2025-05-01 12:00:00,24,Medium,2025-04-30 22:00:00
D016,Restaurant,38.99377729288119,4.206998249752441,F016000,Bread,6.457861536936309,2025-05-05 10:00:00,168,Medium,2025-04-30 07:00:00
D016,Restaurant,38.99377729288119,4.206998249752441,F016001,Bread,9.762974530797855,2025-05-06 20:00:00,168,Medium,2025-04-30 07:00:00
D016,Restaurant,38.99377729288119,4.206998249752441,F016002,Dairy,7.227056779234239,2025-05-01 03:00:00,24,High,2025-04-30 07:00:00
D016,Restaurant,38.99377729288119,4.206998249752441,F016003,Vegetables,5.445043436650911,2025-04-30 22:00:00,24,Low,2025-04-30 07:00:00
D017,Supermarket,36.046996212606466,27.127011527744965,F017000,Vegetables,3.195906790411752,2025-05-01 11:00:00,24,Medium,2025-04-30 18:00:00
D017,Supermarket,36.046996212606466,27.127011527744965,F017001,Dairy,9.02841899659402,2025-05-01 16:00:00,24,Low,2025-04-30 18:00:00
D018,Restaurant,39.74056517708242,28.845194231317954,F018000,Vegetables,5.492740418962771,2025-04-30 15:00:00,24,Low,2025-04-30 00:00:00
D019,Supermarket,38.42770071531545,49.72752553986705,F019000,Bread,7.729468965076725,2025-05-02 13:00:00,168,High,2025-04-30 13:00:00
D020,Household,21.409207415865716,48.18099885446264,F020000,Vegetables,4.465879557417328,2025-04-30 18:00:00,24,High,2025-04-30 00:00:00
D020,Household,21.409207415865716,48.18099885446264,F020001,Dairy,2.5254347201748324,2025-04-30 20:00:00,24,Medium,2025-04-30 00:00:00
D020,Household,21.409207415865716,48.18099885446264,F020002,Bread,7.264268170074757,2025-05-04 19:00:00,168,Medium,2025-04-30 00:00:00
D020,Household,21.409207415865716,48.18099885446264,F020003,Vegetables,6.535065040292528,2025-04-30 17:00:00,24,Low,2025-04-30 00:00:00
D021,Restaurant,7.004200761826201,43.86865359639777,F021000,Canned,7.322356755883983,2025-05-02 18:00:00,168,High,2025-04-30 16:00:00
D021,Restaurant,7.004200761826201,43.86865359639777,F021001,Vegetables,4.778027708016488,2025-05-01 05:00:00,24,High,2025-04-30 16:00:00
D021,Restaurant,7.004200761826201,43.86865359639777,F021002,Canned,1.7343476236021633,2025-05-06 18:00:00,168,High,2025-04-30 16:00:00
D021,Restaurant,7.004200761826201,43.86865359639777,F021003,Canned,2.74846558160838,2025-05-01 11:00:00,168,Medium,2025-04-30 16:00:00
D022,Household,39.789633471805054,16.89975784257679,F022000,Dairy,7.048235217656795,2025-04-30 15:00:00,24,High,2025-04-30 01:00:00
D022,Household,39.789633471805054,16.89975784257679,F022001,Vegetables,9.83656799479478,2025-04-30 18:00:00,24,Medium,2025-04-30 01:00:00
D023,Supermarket,43.02023091558376,1.94173672147116,F023000,Dairy,3.939861176164368,2025-05-01 09:00:00,24,High,2025-04-30 14:00:00
D023,Supermarket,43.02023091558376,1.94173672147116,F023001,Vegetables,9.687266473516928,2025-05-01 08:00:00,24,Medium,2025-04-30 14:00:00
D024,Restaurant,2.584086058430385,27.031756080505325,F024000,Canned,9.782668715162812,2025-05-06 13:00:00,168,Medium,2025-04-30 22:00:00
D024,Restaurant,2.584086058430385,27.031756080505325,F024001,Dairy,8.156675752918332,2025-05-01 12:00:00,24,Medium,2025-04-30 22:00:00
D024,Restaurant,2.584086058430385,27.031756080505325,F024002,Vegetables,1.2281566907391177,2025-05-01 14:00:00,24,Medium,2025-04-30 22:00:00
D024,Restaurant,2.584086058430385,27.031756080505325,F024003,Bread,7.263767854843282,2025-05-06 18:00:00,168,Medium,2025-04-30 22:00:00
D025,Restaurant,45.76068638132402,11.989367957870162,F025000,Vegetables,9.411525976057387,2025-05-01 09:00:00,24,High,2025-04-30 21:00:00
D025,Restaurant,45.76068638132402,11.989367957870162,F025001,Canned,5.989186472602606,2025-05-02 06:00:00,168,High,2025-04-30 21:00:00
D025,Restaurant,45.76068638132402,11.989367957870162,F025002,Dairy,3.229578905510417,2025-05-01 11:00:00,24,High,2025-04-30 21:00:00
D025,Restaurant,45.76068638132402,11.989367957870162,F025003,Vegetables,4.076917000447614,2025-05-01 20:00:00,24,High,2025-04-30 21:00:00
D026,Supermarket,4.707849413428006,48.97552643107543,F026000,Vegetables,7.870279807035199,2025-04-30 20:00:00,24,Low,2025-04-30 04:00:00
D026,Supermarket,4.707849413428006,48.97552643107543,F026001,Dairy,5.182064316456502,2025-04-30 20:00:00,24,Low,2025-04-30 04:00:00
D026,Supermarket,4.707849413428006,48.97552643107543,F026002,Vegetables,9.542311584322473,2025-04-30 19:00:00,24,Medium,2025-04-30 04:00:00
D026,Supermarket,4.707849413428006,48.97552643107543,F026003,Vegetables,1.1377408626134629,2025-04-30 18:00:00,24,Medium,2025-04-30 04:00:00
D027,Restaurant,25.051994195762962,34.19818846990705,F027000,Bread,9.498264374126506,2025-05-06 10:00:00,168,Low,2025-04-30 15:00:00
D027,Restaurant,25.051994195762962,34.19818846990705,F027001,Bread,7.094515081446835,2025-05-06 06:00:00,168,High,2025-04-30 15:00:00
D027,Restaurant,25.051994195762962,34.19818846990705,F027002,Dairy,5.910551103843415,2025-05-01 07:00:00,24,Low,2025-04-30 15:00:00
D027,Restaurant,25.051994195762962,34.19818846990705,F027003,Bread,6.863362946720092,2025-05-02 21:00:00,168,High,2025-04-30 15:00:00
D028,Supermarket,3.4680650437582727,0.9110912825774864,F028000,Canned,1.6406978361420608,2025-05-01 13:00:00,168,High,2025-04-30 18:00:00
D028,Supermarket,3.4680650437582727,0.9110912825774864,F028001,Bread,1.209447421622433,2025-05-06 00:00:00,168,High,2025-04-30 18:00:00
D029,Restaurant,24.80187271467031,17.41683022265987,F029000,Vegetables,4.761514285440208,2025-05-01 06:00:00,24,Medium,2025-04-30 10:00:00
